,0,1,C,A,T,H,CA,C_map
1xf1A03,-4.8547473,4.339882,2,60,40,1710,2.60,Mainly Beta
3ondA01,2.088228,3.073235,3,40,50,1480,3.40,Alpha Beta
5ffgA02,-4.5578256,3.339892,2,60,40,1460,2.60,Mainly Beta
4eaeA00,-4.0640774,4.2535768,2,60,40,4170,2.60,Mainly Beta
2b6cA01,5.661327,0.8927132,1,20,1660,10,1.20,Mainly Alpha
4h40A01,-4.685342,5.118599,2,60,40,3730,2.60,Mainly Beta
2c0gA02,5.85885,-0.345101,1,20,1150,12,1.20,Mainly Alpha
4mb1A02,1.4115992,4.6685348,3,90,400,10,3.90,Alpha Beta
2z1dA02,1.2973684,4.5307097,3,40,50,11740,3.40,Alpha Beta
1r6xA01,2.8735294,3.1286385,3,10,400,10,3.10,Alpha Beta
3cuzA01,1.4029744,3.6300805,3,20,20,360,3.20,Alpha Beta
4hl4A01,5.17239,0.69992477,1,10,8,1310,1.10,Mainly Alpha
4h63H01,3.914351,-5.810461,1,20,58,1710,1.20,Mainly Alpha
1b35D00,-1.5789578,1.46897,4,10,690,10,4.10,Few Sec. Str.
3sdeA03,1.7717495,-11.869466,6,10,250,1170,6.10,Special
1v4aA01,3.5490804,0.31059158,1,10,4050,10,1.10,Mainly Alpha
2m6oA00,-3.7240257,5.525637,2,20,28,270,2.20,Mainly Beta
1d66A00,-0.09787181,-0.8405116,4,10,240,10,4.10,Few Sec. Str.
2x8kC01,-4.3864627,2.763432,2,40,30,200,2.40,Mainly Beta
4iauA02,-2.857573,5.2444525,2,60,20,10,2.60,Mainly Beta
2ra1A05,-4.0039525,4.732925,2,60,40,2120,2.60,Mainly Beta
3n2oA04,5.317951,1.9975874,1,10,287,3440,1.10,Mainly Alpha
2m13A00,-0.3715384,3.7616138,4,10,640,40,4.10,Few Sec. Str.
2efvA00,1.3678844,2.7754405,3,30,70,3260,3.30,Alpha Beta
3x1lB03,-4.264516,4.7573442,2,60,40,4350,2.60,Mainly Beta
1ohgA01,-4.6404276,0.07858425,3,30,2400,10,3.30,Alpha Beta
2e87A01,7.168003,-2.7159438,1,20,120,1190,1.20,Mainly Alpha
2ymsB00,-3.213639,6.504801,2,40,10,480,2.40,Mainly Beta
5svyA00,-2.2038085,5.508437,3,30,40,100,3.30,Alpha Beta
3ihjA02,4.998764,1.3739183,1,10,287,1970,1.10,Mainly Alpha
1j0pA00,3.5347884,4.815859,3,90,10,10,3.90,Alpha Beta
1zhxA03,-5.7034717,2.9384055,2,40,160,120,2.40,Mainly Beta
4lj0A00,-0.4212811,5.0549726,4,10,1000,30,4.10,Few Sec. Str.
3wvtA01,-1.7512774,5.307982,2,10,50,10,2.10,Mainly Beta
2q4zA02,-2.6354592,5.347516,2,20,25,160,2.20,Mainly Beta
2vj4A03,5.201619,0.20942898,1,20,1280,240,1.20,Mainly Alpha
3tjyA00,3.6822803,2.608683,1,20,1280,110,1.20,Mainly Alpha
5jbdA03,0.9705576,3.6839104,3,20,20,470,3.20,Alpha Beta
3bpzA01,2.3665578,-3.2964382,1,10,287,630,1.10,Mainly Alpha
4bi3A02,3.4355464,2.6790957,4,10,280,80,4.10,Few Sec. Str.
2hg7A00,0.9387749,3.2064817,3,30,56,60,3.30,Alpha Beta
2mcfA00,-0.6862704,3.057856,3,40,50,11630,3.40,Alpha Beta
4z8lB00,2.1994634,-1.2598089,1,20,5,4730,1.20,Mainly Alpha
4dx5A02,1.1684045,3.0484524,3,30,70,1430,3.30,Alpha Beta
2i1sA00,-0.05245363,4.2797766,3,10,290,30,3.10,Alpha Beta
3hhwK02,4.4098463,1.2812401,1,10,3610,10,1.10,Mainly Alpha
4jzaA02,4.5518804,1.246985,1,10,520,60,1.10,Mainly Alpha
3wxmF01,-4.4028883,5.9176846,2,30,30,870,2.30,Mainly Beta
6atgC00,6.9428368,-1.6446482,1,20,120,1640,1.20,Mainly Alpha
3nb0A03,3.1978877,-5.3811765,6,10,260,10,6.10,Special
1wysA00,-7.207732,-1.2702911,4,10,1110,10,4.10,Few Sec. Str.
3f2bA05,0.16691273,2.567048,6,10,50,10,6.10,Special
2jnsA01,3.61236,1.300641,1,20,1270,220,1.20,Mainly Alpha
5k8sB00,2.3916068,2.4807403,2,60,120,10,2.60,Mainly Beta
1krlB00,-2.872624,3.9828997,6,10,140,2000,6.10,Special
3kihC01,-2.9410808,5.9881654,2,20,25,510,2.20,Mainly Beta
4oh7A02,0.709109,5.155115,3,40,50,1370,3.40,Alpha Beta
4xpxA00,6.6369023,-3.5202122,1,20,120,50,1.20,Mainly Alpha
1musA02,-0.46877918,3.5495188,3,90,350,10,3.90,Alpha Beta
2i06A02,1.5855732,2.4020798,3,30,54,10,3.30,Alpha Beta
3v5uA01,7.446989,-3.485818,6,10,280,80,6.10,Special
3cnlA02,3.6190355,2.3328133,1,10,1580,10,1.10,Mainly Alpha
4rekA02,2.1161978,3.6412005,3,30,410,10,3.30,Alpha Beta
5o9mA00,-1.6520783,1.1271886,2,170,150,10,2.170,Mainly Beta
1miwA03,5.8450975,0.948163,1,20,58,560,1.20,Mainly Alpha
4f3mA00,-4.406255,4.0238504,3,30,70,2660,3.30,Alpha Beta
3hjeA02,3.2460532,4.148362,3,30,1590,10,3.30,Alpha Beta
4izzB03,1.6694517,2.7729049,1,10,10,1670,1.10,Mainly Alpha
1ocyA02,-4.0322475,2.0140722,4,10,1070,10,4.10,Few Sec. Str.
5c5aA00,1.2408553,3.67664,1,10,245,10,1.10,Mainly Alpha
4ae2C01,-1.0900247,4.9550858,3,30,750,130,3.30,Alpha Beta
2yweA05,-1.2937346,4.074804,3,30,70,2570,3.30,Alpha Beta
2vqeT00,6.80837,-3.661458,1,20,58,110,1.20,Mainly Alpha
3wz2B00,0.56647885,3.840909,3,40,50,10900,3.40,Alpha Beta
1zylA03,5.881716,-1.0041769,1,20,1270,170,1.20,Mainly Alpha
1y5iA02,1.202119,3.1260777,3,40,50,12770,3.40,Alpha Beta
5br4A02,6.005653,-0.06601408,1,20,1090,10,1.20,Mainly Alpha
2q8aA03,-0.6019888,4.396549,6,10,250,430,6.10,Special
4ix7A00,4.529844,1.1822006,1,10,10,2590,1.10,Mainly Alpha
3l5oA02,0.69195944,5.5470023,3,40,50,11590,3.40,Alpha Beta
3hidA01,0.9895411,3.9475589,3,40,440,10,3.40,Alpha Beta
3vdpA01,4.3792524,1.2043855,1,10,8,420,1.10,Mainly Alpha
1vjvA02,2.0793684,-9.679048,6,10,140,1140,6.10,Special
1seiA01,0.58985925,4.6533628,3,30,1370,30,3.30,Alpha Beta
4fqgB03,5.242305,1.1406248,1,10,10,440,1.10,Mainly Alpha
3jrtA00,6.2339225,-1.3101884,1,20,120,1060,1.20,Mainly Alpha
1w9zA01,2.092116,3.2359977,6,10,100,10,6.10,Special
4b8cD02,1.610193,2.5340202,3,30,1370,190,3.30,Alpha Beta
2zcmA00,4.632055,-0.11582847,1,10,357,10,1.10,Mainly Alpha
5p9vA00,1.1186591,4.8188686,3,40,50,150,3.40,Alpha Beta
6er6B00,0.025852904,4.51537,3,90,540,10,3.90,Alpha Beta
2vqrA02,1.7933762,-2.5306067,6,10,250,3360,6.10,Special
4yapA01,0.43933588,4.4886003,3,40,30,10,3.40,Alpha Beta
3iu0A00,1.2036259,3.0553908,3,90,1360,10,3.90,Alpha Beta
6grrB01,-2.622374,6.097454,3,30,457,10,3.30,Alpha Beta
3i9v104,5.2428155,0.008292396,1,20,1440,230,1.20,Mainly Alpha
2p3yA04,-1.244588,4.8092875,2,60,120,600,2.60,Mainly Beta
3cvzC01,1.232986,3.2373996,3,30,1490,290,3.30,Alpha Beta
3ku3B00,3.9081066,-6.2840133,3,90,20,10,3.90,Alpha Beta
2wnfA00,0.87490124,4.1030536,3,90,1480,20,3.90,Alpha Beta
1n81A00,7.161879,-1.9980742,1,10,3030,10,1.10,Mainly Alpha
4rlqA02,0.33009836,4.7280884,3,40,50,12820,3.40,Alpha Beta
3uo9C01,3.101413,1.3621466,1,10,238,210,1.10,Mainly Alpha
2carB00,2.453586,2.8207817,3,90,950,10,3.90,Alpha Beta
4lr4A02,-3.916424,3.9723406,2,60,120,1430,2.60,Mainly Beta
2a6hD09,-0.63244736,1.5518196,3,30,60,280,3.30,Alpha Beta
4cvnG00,0.5059744,3.7611222,3,30,420,80,3.30,Alpha Beta
3lhiA00,1.0124624,3.9856782,3,40,50,1360,3.40,Alpha Beta
1xo0A02,4.2457085,1.1994283,1,10,443,10,1.10,Mainly Alpha
4chiB01,2.5064428,0.33895993,3,30,470,10,3.30,Alpha Beta
4es1A00,0.38496578,3.795447,3,30,70,240,3.30,Alpha Beta
1b25A03,4.7375555,0.43161806,1,10,599,10,1.10,Mainly Alpha
2vgoC01,1.1867962,2.2742383,1,20,5,2230,1.20,Mainly Alpha
4uuwB02,-0.3629731,4.138605,3,30,70,2860,3.30,Alpha Beta
4mbqC00,6.564764,0.8342095,1,20,58,2200,1.20,Mainly Alpha
4aybA04,2.5621016,1.2637404,1,10,10,1950,1.10,Mainly Alpha
3weeA03,0.49580547,3.8173063,3,90,640,60,3.90,Alpha Beta
3lmaB00,0.9951895,3.7973735,3,40,47,40,3.40,Alpha Beta
3h09A04,-3.3487916,5.5358257,4,10,1240,40,4.10,Few Sec. Str.
5d8vA00,2.5136652,4.9964943,4,10,490,10,4.10,Few Sec. Str.
1vk9A00,0.78466076,5.1678596,3,40,140,30,3.40,Alpha Beta
2cwoA02,5.7047915,1.8114175,1,10,1200,170,1.10,Mainly Alpha
2ynqA00,6.587644,0.2983519,1,25,40,680,1.25,Mainly Alpha
2ck3D01,-4.7230043,6.226443,2,40,10,170,2.40,Mainly Beta
1wb9A03,3.59285,0.5508992,1,10,1420,10,1.10,Mainly Alpha
2vj4A01,1.2233877,2.2894704,1,10,10,2060,1.10,Mainly Alpha
1m22A00,1.4867791,3.736771,3,90,1300,10,3.90,Alpha Beta
3tixB02,0.9485477,5.3644104,3,40,1010,30,3.40,Alpha Beta
2dy0B00,1.0639044,4.8899474,3,40,50,2020,3.40,Alpha Beta
1zhxA01,3.9759998,1.5215296,6,10,250,1430,6.10,Special
2pusA05,4.031438,1.4856094,1,10,1740,80,1.10,Mainly Alpha
3bq9A01,4.4960895,-0.06251157,3,30,1850,10,3.30,Alpha Beta
2yo3A02,1.1795131,5.3689275,2,60,40,4050,2.60,Mainly Beta
4g29A00,0.5750322,4.0220146,3,10,670,10,3.10,Alpha Beta
2rm8A00,0.60641676,-1.5785329,6,10,250,1910,6.10,Special
2axqA03,4.624782,2.7881563,1,10,1870,10,1.10,Mainly Alpha
2hjeA01,4.0245905,-1.1164246,3,30,450,220,3.30,Alpha Beta
1euvA01,3.4312973,1.1089654,1,10,418,20,1.10,Mainly Alpha
1n7zA02,-0.13306232,5.0205226,2,170,290,10,2.170,Mainly Beta
4gwbA00,-0.4241339,4.0303,3,30,1060,10,3.30,Alpha Beta
2cs7A00,-0.6146364,4.7998333,3,10,50,90,3.10,Alpha Beta
3dteA01,6.017132,-0.88976526,1,10,10,2910,1.10,Mainly Alpha
2b1eA02,5.7270446,-2.1247153,1,20,1310,30,1.20,Mainly Alpha
4k05A02,3.7784133,1.9744912,3,90,1150,140,3.90,Alpha Beta
3os4A00,1.5939522,3.106304,3,20,140,10,3.20,Alpha Beta
2lvgA00,1.70426,-8.705545,6,10,250,2920,6.10,Special
4ku0D00,-2.246095,5.2296405,2,60,200,60,2.60,Mainly Beta
2m4lA00,-3.6225598,5.328531,2,40,128,360,2.40,Mainly Beta
2l6qA00,0.59008276,3.1064835,3,30,1580,10,3.30,Alpha Beta
2pfcA00,-0.13211723,3.251413,3,10,129,30,3.10,Alpha Beta
4mi7A00,0.5454917,3.4214635,3,90,70,170,3.90,Alpha Beta
3s6pD01,2.9766922,1.6042659,1,20,1690,20,1.20,Mainly Alpha
4z3xA01,-0.7742409,4.4638896,3,60,9,10,3.60,Alpha Beta
2p63A01,2.3303113,-1.1741648,6,10,30,20,6.10,Special
5yuyA04,-1.1887966,3.6337419,3,30,1490,100,3.30,Alpha Beta
4nurA02,5.1302977,1.5824381,1,25,40,880,1.25,Mainly Alpha
2ww8A02,-2.9025133,4.4343305,2,60,40,2110,2.60,Mainly Beta
4jk8A02,5.9436836,0.3980873,1,20,80,40,1.20,Mainly Alpha
3gefA00,-4.1968665,4.4307647,2,60,40,1260,2.60,Mainly Beta
3iekA02,0.914769,5.047946,3,40,50,10890,3.40,Alpha Beta
2rq7A02,2.7753131,-6.533705,6,10,140,480,6.10,Special
1vsrA00,2.4712603,-0.16694376,3,40,960,10,3.40,Alpha Beta
1xakA00,-5.407424,4.0980387,2,60,40,1550,2.60,Mainly Beta
4ipuB00,-0.58985305,4.735032,3,55,40,10,3.55,Alpha Beta
3u28C00,-3.3816803,5.2125144,2,40,10,230,2.40,Mainly Beta
3wrbB02,4.7191367,1.9241153,1,10,700,10,1.10,Mainly Alpha
3g2oA01,-4.209118,2.1717978,3,30,1040,60,3.30,Alpha Beta
4h4nA00,-4.482904,4.793767,2,60,40,3750,2.60,Mainly Beta
5uv8A01,-3.6240299,5.230338,2,60,40,3850,2.60,Mainly Beta
3m6jA01,6.936675,-2.5345,1,20,1260,40,1.20,Mainly Alpha
4hteA02,4.471987,-2.3666096,1,20,58,1740,1.20,Mainly Alpha
3mudA01,-2.0532749,3.983849,2,170,210,10,2.170,Mainly Beta
2oy9A01,4.8694077,0.8254671,1,10,220,80,1.10,Mainly Alpha
4nc7A00,3.4323032,2.626912,1,10,10,1250,1.10,Mainly Alpha
1jyoE00,2.7799492,0.91262436,4,10,1330,10,4.10,Few Sec. Str.
2r0cA03,1.2118888,4.6428523,3,40,30,120,3.40,Alpha Beta
1yozA00,6.298468,-1.2457929,1,10,3200,10,1.10,Mainly Alpha
4hjiA00,-3.7273133,4.0947757,2,60,40,2040,2.60,Mainly Beta
3f8tA01,4.950957,1.7106289,1,10,260,200,1.10,Mainly Alpha
2vrsA02,-1.1219305,4.5902405,2,10,25,20,2.10,Mainly Beta
1psrA00,3.614087,2.4608645,1,10,238,10,1.10,Mainly Alpha
3kluA01,4.261417,2.38231,3,30,2220,30,3.30,Alpha Beta
3qc1A02,1.528069,-6.8265357,6,10,250,1140,6.10,Special
4ceiA03,7.4752307,-2.879505,6,10,250,2380,6.10,Special
2b3tB01,3.888899,-1.3245972,6,10,140,1980,6.10,Special
3bqoA00,6.7033234,-1.4699658,1,25,40,210,1.25,Mainly Alpha
3bn0A00,-1.381219,4.4473076,3,30,1320,10,3.30,Alpha Beta
5uukA00,5.75672,-0.645264,1,10,437,10,1.10,Mainly Alpha
4bs9A03,5.4183345,0.2942244,3,30,1330,230,3.30,Alpha Beta
1oizB01,4.2752695,1.2257175,1,10,8,20,1.10,Mainly Alpha
4od4A02,7.426187,-2.3166056,1,20,120,1780,1.20,Mainly Alpha
3tw8A01,0.72776425,3.1088414,3,30,450,200,3.30,Alpha Beta
4uzzB00,4.264838,0.20615885,6,10,250,2800,6.10,Special
2ekgB01,3.049907,0.44541103,6,10,250,3270,6.10,Special
2zg6A02,3.649011,2.644612,1,10,150,660,1.10,Mainly Alpha
3fdqA01,5.506132,0.63015115,1,20,120,1030,1.20,Mainly Alpha
2fz0A00,0.67757505,4.1381116,3,30,450,230,3.30,Alpha Beta
3fssA01,-0.34535062,4.354304,2,30,29,120,2.30,Mainly Beta
3m7oA00,-5.0343285,4.268636,2,60,40,770,2.60,Mainly Beta
1ef1C01,2.1769226,0.22449876,6,10,360,10,6.10,Special
3rc3A01,4.691123,1.0830761,1,10,1740,140,1.10,Mainly Alpha
1u84A00,6.522392,-0.22227004,1,10,340,20,1.10,Mainly Alpha
3l0qA02,4.9448323,0.3419375,1,20,58,2240,1.20,Mainly Alpha
1dq3A02,0.93651724,3.9712577,3,30,160,90,3.30,Alpha Beta
1ywmA02,4.5010486,-2.038401,1,20,1270,150,1.20,Mainly Alpha
1h7dA00,-0.92106384,0.29861426,4,10,92,10,4.10,Few Sec. Str.
2ja2A02,1.0800458,3.0152905,3,90,800,10,3.90,Alpha Beta
1v0dA01,3.0085413,0.5632647,6,10,140,170,6.10,Special
2oebA00,7.2334867,-1.676932,1,10,520,30,1.10,Mainly Alpha
4bs9A01,1.93594,3.2507007,3,90,930,60,3.90,Alpha Beta
3h5jA00,0.20099339,4.524808,3,20,19,10,3.20,Alpha Beta
4ftdA01,-4.083902,4.9173393,2,60,40,2340,2.60,Mainly Beta
2qsbA00,5.995164,-0.33046815,1,20,1440,50,1.20,Mainly Alpha
4y99C01,1.5558059,-12.669556,1,20,5,350,1.20,Mainly Alpha
2hlyA00,3.2865942,1.2407391,3,10,550,10,3.10,Alpha Beta
6d55B02,6.206135,-0.11888912,1,10,840,10,1.10,Mainly Alpha
3vldA01,5.1378465,0.95413387,1,25,10,50,1.25,Mainly Alpha
1k8bA00,0.4291572,4.8975534,3,30,30,50,3.30,Alpha Beta
1k1xB01,2.868922,2.1562624,3,20,110,20,3.20,Alpha Beta
1tfeA02,5.692623,-0.5102299,1,10,286,20,1.10,Mainly Alpha
2fj8A01,-2.8302703,5.215588,2,10,69,10,2.10,Mainly Beta
4pkfB00,-1.9821283,4.996225,4,10,490,20,4.10,Few Sec. Str.
1rz4A01,6.3226776,1.036697,1,25,40,250,1.25,Mainly Alpha
3dfuA02,4.3665094,-0.13136184,1,10,1040,40,1.10,Mainly Alpha
2jubA02,-1.202715,4.1616626,2,20,25,370,2.20,Mainly Beta
3ttcA02,-0.2795466,5.014552,3,30,110,120,3.30,Alpha Beta
2k9hA00,3.724391,4.061174,1,10,8,1320,1.10,Mainly Alpha
3h52A01,-0.10495629,2.4844317,6,10,250,340,6.10,Special
4hgzA02,-6.064516,2.4584546,2,20,25,570,2.20,Mainly Beta
1ng7A00,2.7570484,2.2081301,6,10,20,20,6.10,Special
3m1cB01,-0.8164056,2.1304529,3,30,390,170,3.30,Alpha Beta
3ks3A00,-3.092924,4.0301166,3,10,200,10,3.10,Alpha Beta
4jw0A00,-3.0859432,5.1428638,2,40,50,220,2.40,Mainly Beta
1v2bB00,-1.8825845,3.9276803,3,40,1000,10,3.40,Alpha Beta
1dgwY01,3.6280072,3.9632425,1,10,10,840,1.10,Mainly Alpha
4lh9A00,-1.9237975,-1.3578438,6,10,250,2740,6.10,Special
3kbgA02,-3.5734422,5.1923246,2,40,50,740,2.40,Mainly Beta
2rhkD00,-0.35309654,3.9869928,4,10,1000,10,4.10,Few Sec. Str.
4ifdI01,-3.73373,4.1892047,2,40,50,880,2.40,Mainly Beta
2r18A01,5.3204055,1.782349,1,10,150,620,1.10,Mainly Alpha
3lyrA00,-2.9824371,4.556322,2,60,40,3180,2.60,Mainly Beta
3isxA02,-2.8665173,5.2689533,2,40,30,40,2.40,Mainly Beta
3llkA01,3.7801557,0.549424,1,20,120,1960,1.20,Mainly Alpha
1tkvA00,5.1102743,1.2886657,1,10,1810,10,1.10,Mainly Alpha
2fsfB02,2.5808866,3.6770866,1,20,890,70,1.20,Mainly Alpha
2atzA00,-2.1973317,4.616011,3,90,920,20,3.90,Alpha Beta
4emcC01,-1.192012,0.58710843,6,10,250,3400,6.10,Special
3gk7A02,0.39516127,5.2518396,3,30,750,70,3.30,Alpha Beta
2ynzC01,1.9234142,-12.9111395,1,20,5,170,1.20,Mainly Alpha
1u8bA01,0.9615789,4.405795,3,40,10,10,3.40,Alpha Beta
2y3vD00,-2.8088844,3.8360796,2,170,210,20,2.170,Mainly Beta
5nwgH00,-3.9542878,0.30868495,6,20,320,10,6.20,Special
1uwkA02,1.7588133,3.7784965,3,40,50,10730,3.40,Alpha Beta
1f1mA00,7.291914,-2.841517,1,20,120,240,1.20,Mainly Alpha
5wkrA01,-0.71098465,3.5480344,3,50,70,10,3.50,Alpha Beta
1mukA02,3.867308,0.4946855,3,90,1850,10,3.90,Alpha Beta
1vp7D00,3.2392473,-5.49498,1,10,287,1040,1.10,Mainly Alpha
3nj2A00,6.376032,-1.1929348,1,10,3100,20,1.10,Mainly Alpha
3bg5B07,3.3848183,1.5311209,1,10,10,2790,1.10,Mainly Alpha
3h35C00,0.8985949,3.8014672,3,30,110,190,3.30,Alpha Beta
1jljA00,1.3859984,3.3127577,3,40,980,10,3.40,Alpha Beta
3sfvB02,5.846683,-5.5857906,6,10,140,2010,6.10,Special
3m9qA02,0.740141,-2.6040623,1,20,5,220,1.20,Mainly Alpha
2pbdA02,-1.7894266,4.3137617,2,30,36,70,2.30,Mainly Beta
3dfzA02,4.169567,-0.80848575,1,10,8,610,1.10,Mainly Alpha
4jhtA00,-5.035919,5.5168853,2,60,120,590,2.60,Mainly Beta
2ibpA02,4.8885527,0.39121652,1,10,230,10,1.10,Mainly Alpha
1ezjA01,5.2275953,2.0102026,1,10,287,320,1.10,Mainly Alpha
2qyfB00,0.35281703,3.1495168,3,30,900,20,3.30,Alpha Beta
2b3wA00,5.3400044,1.2078499,1,10,357,40,1.10,Mainly Alpha
4p09A00,6.0198417,-0.5949978,1,20,58,2190,1.20,Mainly Alpha
3f6kA03,-2.8436077,4.795137,3,30,60,270,3.30,Alpha Beta
5v37A04,6.9292746,1.1445284,1,25,40,970,1.25,Mainly Alpha
1ppjI00,-3.6881897,3.0275664,2,10,210,10,2.10,Mainly Beta
4jwjA00,1.1917421,4.3472943,3,40,1280,30,3.40,Alpha Beta
4ghbA00,-4.574873,3.9090202,2,40,160,190,2.40,Mainly Beta
1chdA00,1.1167904,4.9323144,3,40,50,180,3.40,Alpha Beta
6cgvM01,4.3366275,-0.096792765,1,20,120,1500,1.20,Mainly Alpha
6neqN01,4.347579,1.5972887,1,10,287,1480,1.10,Mainly Alpha
4h40A02,-4.633103,3.7998366,2,60,40,3740,2.60,Mainly Beta
2l8eA00,3.9469113,4.768416,3,30,60,160,3.30,Alpha Beta
1va6A01,4.682953,-0.22209214,6,10,140,800,6.10,Special
4bbrM00,4.0713887,0.74933636,1,10,472,170,1.10,Mainly Alpha
1mswD01,5.7592564,-1.0635502,1,10,1320,10,1.10,Mainly Alpha
4yx1A00,-3.3991363,3.951992,2,30,330,10,2.30,Mainly Beta
1vt0k00,4.183324,0.4508871,1,10,3230,20,1.10,Mainly Alpha
1yg2A02,4.210591,-6.2639675,6,10,140,190,6.10,Special
4bqqB02,3.030469,2.393029,3,90,1750,20,3.90,Alpha Beta
3gmiA01,2.555516,-1.6828041,1,20,58,620,1.20,Mainly Alpha
5heeA00,1.0977328,3.3136773,3,40,830,10,3.40,Alpha Beta
4by6D02,5.56419,0.6226887,1,25,40,800,1.25,Mainly Alpha
2debA01,5.2121544,2.845311,1,20,1280,180,1.20,Mainly Alpha
3f9xD00,-1.9957315,4.456259,2,170,270,10,2.170,Mainly Beta
4jquB00,3.0332053,-2.8251283,1,10,287,4310,1.10,Mainly Alpha
1mw9X02,5.5244093,0.6258292,1,10,460,10,1.10,Mainly Alpha
3wcqA00,-1.4674178,5.1513786,3,10,20,30,3.10,Alpha Beta
4k4kA02,-4.426442,3.8842742,2,60,40,2630,2.60,Mainly Beta
1x1oA01,1.4199277,2.0220478,3,90,1170,20,3.90,Alpha Beta
1sauA01,2.9160397,3.1905694,3,30,1420,10,3.30,Alpha Beta
2v0eA00,-0.8752567,4.481064,3,40,5,120,3.40,Alpha Beta
4p04A01,-4.3131447,3.0452998,2,60,40,3100,2.60,Mainly Beta
3kffA00,-3.478861,4.9604607,2,40,128,20,2.40,Mainly Beta
2w56B00,-1.3625823,3.48033,3,10,450,430,3.10,Alpha Beta
2e62A01,5.629563,-2.6400254,6,10,140,420,6.10,Special
3fkqA01,0.9248862,5.5630994,3,40,50,10850,3.40,Alpha Beta
4ragA02,3.6980999,-1.1639923,1,10,10,430,1.10,Mainly Alpha
3wajA03,3.7250311,2.365526,1,20,58,1650,1.20,Mainly Alpha
3nkgA00,-4.1959333,4.9316115,2,60,120,790,2.60,Mainly Beta
2xetB00,-4.5547485,5.578442,2,60,40,2070,2.60,Mainly Beta
1feuA02,-3.4556549,3.843293,2,170,120,20,2.170,Mainly Beta
3zpeA00,-4.515511,4.705317,2,60,90,50,2.60,Mainly Beta
2wwxB00,6.5901885,-1.2098683,1,20,1260,70,1.20,Mainly Alpha
2qtsA02,-3.7971847,4.2386007,2,60,470,10,2.60,Mainly Beta
3fo8D02,-3.255525,4.6628385,2,40,10,380,2.40,Mainly Beta
3nk4A02,-1.0589397,4.6600623,2,60,40,4100,2.60,Mainly Beta
4lsbA02,2.531196,-1.3666792,6,10,250,2750,6.10,Special
3nrwA00,4.951453,0.48715246,1,10,150,130,1.10,Mainly Alpha
2kjgA00,4.9954834,0.9709088,1,20,120,970,1.20,Mainly Alpha
2kieA00,-1.1721871,3.9208422,2,30,29,110,2.30,Mainly Beta
2l32A00,-2.4581642,4.507511,4,10,410,50,4.10,Few Sec. Str.
3a2vD02,2.3765478,2.3426278,3,30,1020,10,3.30,Alpha Beta
1oaoC03,1.5605,2.7752037,3,30,1650,10,3.30,Alpha Beta
2v26A05,3.64767,1.2368466,1,20,58,530,1.20,Mainly Alpha
2gmqA00,-2.9628506,4.6187887,2,40,450,10,2.40,Mainly Beta
2pm7C00,6.2665935,1.3337163,1,25,40,1030,1.25,Mainly Alpha
2arhA02,2.6868436,-5.4442716,1,10,287,870,1.10,Mainly Alpha
1io1A03,-3.1139712,4.4832187,2,30,220,10,2.30,Mainly Beta
3seoA01,4.2370996,-0.13202938,1,20,120,1210,1.20,Mainly Alpha
3m1mA03,5.1115017,1.1797676,1,10,1240,50,1.10,Mainly Alpha
4g6vA00,0.96537983,4.0022554,3,40,1350,120,3.40,Alpha Beta
2xv9A00,5.7409477,0.8109939,1,10,533,30,1.10,Mainly Alpha
3c19A02,-1.3127468,3.7857423,3,10,20,300,3.10,Alpha Beta
1wn9A00,1.2193171,3.74008,3,40,1530,10,3.40,Alpha Beta
5ezqA01,2.2087038,3.4779015,3,90,70,110,3.90,Alpha Beta
1vs5U01,0.5991674,0.43524995,1,20,5,1150,1.20,Mainly Alpha
1f0xA04,-0.20393783,4.3466797,3,30,1370,20,3.30,Alpha Beta
2q03B00,-5.5705657,4.073166,2,40,350,10,2.40,Mainly Beta
6gidA02,4.4412074,0.7816776,1,10,1380,10,1.10,Mainly Alpha
1sseB00,-1.3931377,1.5966775,1,10,238,100,1.10,Mainly Alpha
2vkjA00,6.6889744,-0.88575363,1,20,58,2030,1.20,Mainly Alpha
3rsiB02,0.9574223,4.5960164,3,90,226,20,3.90,Alpha Beta
3ndhA00,1.3058084,2.2819774,3,40,600,30,3.40,Alpha Beta
4qxaB00,-2.0646243,4.3041735,2,30,29,230,2.30,Mainly Beta
1u02A02,0.27908862,4.2809153,3,30,70,1020,3.30,Alpha Beta
3ctzA02,0.5485778,4.733128,3,40,350,10,3.40,Alpha Beta
3woeB00,-4.260569,5.4783826,2,30,30,1250,2.30,Mainly Beta
2riqA01,3.4112947,-5.2469935,1,10,20,130,1.10,Mainly Alpha
1t8sA01,5.5426664,-0.6344315,3,30,1730,10,3.30,Alpha Beta
1qtnB00,3.8325264,1.6674033,3,30,70,1470,3.30,Alpha Beta
3onhA01,-1.2910615,3.3511212,3,10,290,20,3.10,Alpha Beta
2fipA00,0.9491064,3.4123023,3,30,70,3560,3.30,Alpha Beta
4glkA00,1.185469,3.2967823,3,10,129,130,3.10,Alpha Beta
2r7rA02,5.0653176,0.02958177,1,20,120,1390,1.20,Mainly Alpha
3clqA02,3.6133702,1.266442,3,90,1710,10,3.90,Alpha Beta
3fghA00,3.4512994,-1.0470586,1,10,30,10,1.10,Mainly Alpha
1bzkA00,1.681242,0.17421511,1,10,287,570,1.10,Mainly Alpha
3ttcA01,0.9894802,4.2505383,3,90,870,30,3.90,Alpha Beta
