header,Size
MIP_00325188,60
MIP_00325191,152
MIP_00260051,142
MIP_00312777,152
MIP_00273737,176
MIP_00292703,182
MIP_00298380,182
MIP_00307964,179
MIP_00253742,161
MIP_00280583,159
MIP_00224267,155
MIP_00181764,152
MIP_00196668,141
MIP_00228044,148
MIP_00257842,144
MIP_00259517,135
MIP_00226525,140
MIP_00233408,163
MIP_00242444,151
MIP_00258569,162
MIP_00269363,156
MIP_00278835,153
MIP_00255494,145
MIP_00279912,153
MIP_00269533,177
MIP_00258593,150
MIP_00261814,148
MIP_00301630,175
MIP_00262106,151
MIP_00266514,155
MIP_00267407,160
MIP_00210120,134
MIP_00204674,141
MIP_00249184,152
MIP_00273411,159
MIP_00278424,154
MIP_00267123,146
MIP_00277994,146
MIP_00291561,177
MIP_00207621,159
MIP_00251007,166
MIP_00224485,153
MIP_00243004,163
MIP_00252784,165
MIP_00262694,148
MIP_00254699,149
MIP_00271668,172
MIP_00291936,150
MIP_00309618,149
MIP_00325199,76
MIP_00298174,79
MIP_00324548,76
MIP_00278273,77
MIP_00325200,133
MIP_00263340,132
MIP_00272684,141
MIP_00273623,136
MIP_00274275,135
MIP_00306364,134
MIP_00311078,142
MIP_00326510,138
MIP_00272918,137
MIP_00278735,134
MIP_00260378,135
MIP_00291016,136
MIP_00325203,175
MIP_00325211,94
MIP_00325212,72
MIP_00325217,79
MIP_00325220,120
MIP_00325224,44
MIP_00325226,46
MIP_00325227,45
MIP_00325228,59
MIP_00325230,112
MIP_00325234,129
MIP_00325235,76
MIP_00325241,111
MIP_00306383,117
MIP_00325242,128
MIP_00325244,41
MIP_00325245,48
MIP_00325248,54
MIP_00325250,109
MIP_00325258,46
MIP_00325260,58
MIP_00325264,59
MIP_00257500,60
MIP_00325268,44
MIP_00325272,77
MIP_00325273,54
MIP_00325277,100
MIP_00325279,186
MIP_00325280,95
MIP_00325281,153
MIP_00293508,132
MIP_00325284,130
MIP_00325289,91
MIP_00325291,190
MIP_00325292,157
MIP_00325293,134
MIP_00325295,179
MIP_00213376,163
MIP_00222357,160
MIP_00234442,169
MIP_00235093,167
MIP_00218032,164
MIP_00181268,150
MIP_00195146,156
MIP_00195251,156
MIP_00195392,155
MIP_00231626,164
MIP_00249211,174
MIP_00326028,58
MIP_00326029,89
MIP_00326031,56
MIP_00326046,90
MIP_00326048,54
MIP_00326051,47
MIP_00326053,111
MIP_00326056,57
MIP_00326058,47
MIP_00326059,177
MIP_00274295,177
MIP_00246863,161
MIP_00295729,177
MIP_00259968,161
MIP_00269945,161
MIP_00299462,178
MIP_00249044,163
MIP_00278553,168
MIP_00300835,178
MIP_00271142,172
MIP_00311387,184
MIP_00300004,183
MIP_00263273,172
MIP_00268025,176
MIP_00297349,176
MIP_00307163,184
MIP_00309191,182
MIP_00326060,69
MIP_00326064,71
MIP_00326066,81
MIP_00272852,75
MIP_00302250,78
MIP_00226270,82
MIP_00271285,81
MIP_00279901,71
MIP_00299963,79
MIP_00306076,82
MIP_00326067,59
MIP_00280182,59
MIP_00325484,64
MIP_00326068,60
MIP_00326070,69
MIP_00326074,58
MIP_00326079,114
MIP_00326080,122
MIP_00200657,109
MIP_00245496,110
MIP_00251199,136
MIP_00270667,148
MIP_00274475,128
MIP_00245321,134
MIP_00272463,145
MIP_00298454,128
MIP_00326082,51
MIP_00326084,92
MIP_00326085,159
MIP_00221021,163
MIP_00245658,151
MIP_00253755,164
MIP_00217261,149
MIP_00247507,154
MIP_00244899,155
MIP_00253936,155
MIP_00251602,158
MIP_00274800,159
MIP_00227235,155
MIP_00262050,179
MIP_00247488,151
MIP_00262144,159
MIP_00264724,166
MIP_00280264,175
MIP_00307593,176
MIP_00292816,177
MIP_00262111,163
MIP_00262048,159
MIP_00272425,171
MIP_00290760,155
MIP_00297575,166
MIP_00278945,176
MIP_00280615,184
MIP_00297579,177
MIP_00204880,155
MIP_00244071,156
MIP_00303087,166
MIP_00272601,171
MIP_00326508,177
MIP_00263672,169
MIP_00249370,174
MIP_00262257,170
MIP_00269858,167
MIP_00274337,168
MIP_00303129,170
MIP_00277599,159
MIP_00326087,139
MIP_00326090,155
MIP_00259782,149
MIP_00326092,91
MIP_00326093,189
MIP_00326097,43
MIP_00326102,171
MIP_00301335,165
MIP_00312434,190
MIP_00326103,135
MIP_00326109,73
MIP_00326113,162
MIP_00326114,56
MIP_00326117,83
MIP_00326118,51
MIP_00326123,60
MIP_00326126,54
MIP_00326127,59
MIP_00200040,59
MIP_00326137,50
MIP_00326140,69
MIP_00326861,67
MIP_00326865,72
MIP_00326868,55
MIP_00326871,48
MIP_00326876,176
MIP_00326877,71
MIP_00326881,103
MIP_00326883,96
MIP_00326887,84
MIP_00326898,68
MIP_00326904,54
MIP_00326906,58
MIP_00326910,72
MIP_00326912,96
MIP_00326914,57
MIP_00326916,146
MIP_00183730,120
MIP_00326919,114
MIP_00326920,84
MIP_00326922,80
MIP_00300175,91
MIP_00326923,111
MIP_00326926,68
MIP_00326930,71
MIP_00123622,135
MIP_00123623,129
MIP_00123654,58
MIP_00123655,58
MIP_00075827,62
MIP_00123686,68
MIP_00123700,54
MIP_00123715,53
MIP_00123719,56
MIP_00123728,66
MIP_00123735,59
MIP_00123736,46
MIP_00123752,71
MIP_00123773,127
MIP_00123774,42
MIP_00123776,67
MIP_00123835,55
MIP_00133736,55
MIP_00140211,56
MIP_00123845,69
MIP_00123853,74
MIP_00075759,75
MIP_00084821,75
MIP_00123858,86
MIP_00123874,68
MIP_00123875,62
MIP_00123878,65
MIP_00123886,49
MIP_00123897,43
MIP_00123912,92
MIP_00123918,88
MIP_00123931,67
MIP_00123933,119
MIP_00123946,69
MIP_00123953,69
MIP_00123986,57
MIP_00123993,79
MIP_00123995,89
MIP_00124035,63
MIP_00127620,60
MIP_00027070,60
MIP_00046396,60
MIP_00127621,60
MIP_00127654,66
MIP_00127670,49
MIP_00127686,67
MIP_00127693,71
MIP_00127703,66
MIP_00127709,66
MIP_00127718,77
MIP_00127726,122
MIP_00127728,47
MIP_00127774,51
MIP_00127779,58
MIP_00127814,125
MIP_00127818,76
MIP_00127827,66
MIP_00127831,41
MIP_00127854,52
MIP_00127855,45
MIP_00127862,68
MIP_00127863,65
MIP_00127885,50
MIP_00127887,57
MIP_00127910,135
MIP_00156527,144
MIP_00127924,68
MIP_00127933,127
MIP_00127945,63
MIP_00127948,40
MIP_00127999,43
MIP_00128014,68
MIP_00128015,68
MIP_00128023,68
MIP_00128027,40
MIP_00128036,67
MIP_00128049,54
MIP_00128059,49
MIP_00128060,49
MIP_00025404,49
MIP_00038012,48
MIP_00122415,49
MIP_00122717,49
MIP_00127443,49
MIP_00138607,49
MIP_00141801,49
MIP_00128072,68
MIP_00128075,69
MIP_00128077,66
MIP_00025189,66
MIP_00128079,57
MIP_00128150,46
MIP_00128163,69
MIP_00128175,70
MIP_00128180,69
MIP_00128184,44
MIP_00128188,69
MIP_00128202,66
MIP_00128216,126
MIP_00128222,44
MIP_00128237,69
MIP_00128240,68
MIP_00128244,45
MIP_00012286,48
MIP_00128247,125
MIP_00128250,69
MIP_00128260,45
MIP_00007599,45
MIP_00270142,45
MIP_00128299,63
MIP_00128323,55
MIP_00133502,131
MIP_00068575,137
MIP_00087284,134
MIP_00094185,139
MIP_00082113,126
MIP_00092279,137
MIP_00184752,153
MIP_00067245,125
MIP_00094848,127
MIP_00106076,123
MIP_00058384,124
MIP_00149094,143
MIP_00081115,132
MIP_00201458,158
MIP_00093310,134
MIP_00133504,68
MIP_00133519,66
MIP_00133520,67
MIP_00133525,53
MIP_00133563,49
MIP_00133566,52
MIP_00024455,52
MIP_00133574,67
MIP_00046472,57
MIP_00052419,54
MIP_00081710,56
MIP_00102505,61
MIP_00093213,56
MIP_00133575,41
MIP_00158294,47
MIP_00158295,44
MIP_00158296,77
MIP_00158297,45
MIP_00158299,104
MIP_00158301,49
MIP_00158307,44
MIP_00158310,56
MIP_00158311,58
MIP_00158312,48
MIP_00099274,49
MIP_00158314,46
MIP_00158316,142
MIP_00158321,91
MIP_00158783,41
MIP_00158784,90
MIP_00176813,95
MIP_00262015,92
MIP_00268552,93
MIP_00158786,42
MIP_00158787,80
MIP_00158789,127
MIP_00148121,115
MIP_00161415,114
MIP_00147394,125
MIP_00165722,125
MIP_00210778,133
MIP_00084948,115
MIP_00149141,117
MIP_00181685,131
MIP_00187299,134
MIP_00144816,118
MIP_00158018,115
MIP_00148771,116
MIP_00144758,118
MIP_00147676,118
MIP_00150633,118
MIP_00190866,134
MIP_00203687,132
MIP_00264472,115
MIP_00176535,131
MIP_00178667,135
MIP_00181973,132
MIP_00201841,133
MIP_00186539,134
MIP_00158792,69
MIP_00158793,60
MIP_00158794,147
MIP_00185077,151
MIP_00158797,145
MIP_00081436,137
MIP_00094064,137
MIP_00162067,147
MIP_00158805,149
MIP_00158806,100
MIP_00158809,149
MIP_00158810,109
MIP_00158811,48
MIP_00158814,144
MIP_00144281,142
MIP_00158679,144
MIP_00158815,145
MIP_00158818,127
MIP_00158819,66
MIP_00158824,78
MIP_00158825,149
MIP_00158827,46
MIP_00158828,68
MIP_00158830,91
MIP_00158831,53
MIP_00158832,69
MIP_00158834,147
MIP_00158835,117
MIP_00158840,79
MIP_00158841,48
MIP_00158844,87
MIP_00152394,86
MIP_00161396,86
MIP_00158847,95
MIP_00158851,47
MIP_00158852,69
MIP_00158855,51
MIP_00158858,46
MIP_00076513,46
MIP_00158859,52
MIP_00158861,148
MIP_00158869,149
MIP_00147994,140
MIP_00158878,85
MIP_00158880,145
MIP_00222763,169
MIP_00158881,113
MIP_00158886,85
MIP_00158887,59
MIP_00160044,149
MIP_00095632,136
MIP_00069201,135
MIP_00087194,133
MIP_00165280,147
MIP_00163285,146
MIP_00290548,117
MIP_00084113,129
MIP_00160048,66
MIP_00160052,57
MIP_00160054,53
MIP_00160055,62
MIP_00160059,72
MIP_00160060,44
MIP_00160062,91
MIP_00148947,95
MIP_00160063,145
MIP_00160065,63
MIP_00160068,43
MIP_00160069,61
MIP_00160070,58
MIP_00160073,103
MIP_00160077,54
MIP_00075330,57
MIP_00298287,55
MIP_00308646,58
MIP_00226928,67
MIP_00215172,63
MIP_00082945,54
MIP_00091880,64
MIP_00091883,65
MIP_00155907,58
MIP_00202268,53
MIP_00234743,59
MIP_00160080,148
MIP_00160081,74
MIP_00160082,80
MIP_00160083,65
MIP_00160085,73
MIP_00160086,146
MIP_00245611,177
MIP_00200268,156
MIP_00150473,147
MIP_00226833,169
MIP_00160090,127
MIP_00160095,45
MIP_00160096,90
MIP_00180592,95
MIP_00176060,108
MIP_00151026,86
MIP_00155929,95
MIP_00160097,63
MIP_00160102,58
MIP_00160103,56
MIP_00160105,68
MIP_00160106,51
MIP_00160110,123
MIP_00188177,121
MIP_00190825,124
MIP_00180079,124
MIP_00194995,135
MIP_00160113,69
MIP_00160115,52
MIP_00104333,52
MIP_00325015,52
MIP_00160116,86
MIP_00160120,41
MIP_00160121,69
MIP_00160123,67
MIP_00160126,72
MIP_00160127,77
MIP_00080740,78
MIP_00160129,56
MIP_00160130,98
MIP_00158216,108
MIP_00220631,117
MIP_00160134,105
MIP_00161060,97
MIP_00161063,149
MIP_00161068,123
MIP_00185991,45
MIP_00185997,73
MIP_00185998,58
MIP_00186001,53
MIP_00186002,95
MIP_00186007,55
MIP_00186008,64
MIP_00186011,155
MIP_00186013,49
MIP_00186853,44
MIP_00186854,59
MIP_00186856,152
MIP_00144564,142
MIP_00226020,164
MIP_00193869,158
MIP_00228774,166
MIP_00150922,146
MIP_00191908,155
MIP_00180251,151
MIP_00189468,152
MIP_00205081,161
MIP_00207082,161
MIP_00184105,152
MIP_00190325,153
MIP_00204053,160
MIP_00191226,150
MIP_00213753,162
MIP_00150089,141
MIP_00179093,151
MIP_00181116,154
MIP_00228713,167
MIP_00202979,157
MIP_00207099,161
MIP_00186861,151
MIP_00186863,45
MIP_00186865,41
MIP_00186867,152
MIP_00181262,155
MIP_00155318,149
MIP_00181400,154
MIP_00188372,153
MIP_00191786,158
MIP_00202123,157
MIP_00177887,151
MIP_00203074,159
MIP_00186868,50
MIP_00186874,40
MIP_00186879,82
MIP_00186881,57
MIP_00186882,41
MIP_00186884,57
MIP_00186891,40
MIP_00186892,94
MIP_00186895,41
MIP_00186899,94
MIP_00186900,56
MIP_00186901,131
MIP_00186902,68
MIP_00186905,139
MIP_00185771,154
MIP_00195837,159
MIP_00198210,116
MIP_00255904,173
MIP_00186908,44
MIP_00186910,41
MIP_00186914,89
MIP_00186915,41
MIP_00186919,64
MIP_00186923,59
MIP_00186925,74
MIP_00186930,41
MIP_00186931,98
MIP_00075983,97
MIP_00214966,122
MIP_00186933,62
MIP_00186935,150
MIP_00225593,169
MIP_00296460,138
MIP_00186942,121
MIP_00186943,60
MIP_00186944,141
MIP_00176963,148
MIP_00186947,116
MIP_00186949,63
MIP_00186950,65
MIP_00186952,152
MIP_00186955,105
MIP_00186959,58
MIP_00186961,111
MIP_00186962,56
MIP_00205234,61
MIP_00206836,56
MIP_00186963,46
MIP_00186965,150
MIP_00186966,120
MIP_00187890,45
MIP_00187893,98
MIP_00187894,44
MIP_00187895,49
MIP_00187896,40
MIP_00187898,145
MIP_00187900,52
MIP_00187902,103
MIP_00187903,154
MIP_00187904,48
MIP_00187905,75
MIP_00187907,127
MIP_00188995,135
MIP_00187908,152
MIP_00187909,41
MIP_00187919,46
MIP_00177048,49
MIP_00192036,52
MIP_00187920,61
MIP_00187921,46
MIP_00187923,100
MIP_00187924,56
MIP_00187926,141
MIP_00247201,141
MIP_00257253,133
MIP_00187931,147
MIP_00187932,50
MIP_00187933,153
MIP_00187935,57
MIP_00187937,154
MIP_00187938,90
MIP_00187689,90
MIP_00187944,150
MIP_00269842,184
MIP_00187945,154
MIP_00149149,141
MIP_00187948,103
MIP_00187949,150
MIP_00194450,150
MIP_00177160,148
MIP_00161494,144
MIP_00187332,147
MIP_00161660,144
MIP_00199015,153
MIP_00188118,146
MIP_00187950,154
MIP_00183055,153
MIP_00084611,136
MIP_00187218,154
MIP_00199411,156
MIP_00203496,156
MIP_00187951,155
MIP_00187952,78
MIP_00187955,114
MIP_00187956,79
MIP_00187957,143
MIP_00187960,88
MIP_00187961,56
MIP_00187939,58
MIP_00215626,59
MIP_00187962,150
MIP_00187964,45
MIP_00187966,43
MIP_00187967,80
MIP_00187968,153
MIP_00187970,50
MIP_00187971,131
MIP_00201345,159
MIP_00201346,48
MIP_00201348,54
MIP_00201353,86
MIP_00201354,72
MIP_00201359,55
MIP_00201360,56
MIP_00201361,44
MIP_00201365,159
MIP_00201370,57
MIP_00201371,46
MIP_00201372,47
MIP_00201373,66
MIP_00201375,75
MIP_00201377,140
MIP_00201378,77
MIP_00165168,74
MIP_00202076,101
MIP_00202079,159
MIP_00094838,135
MIP_00086845,128
MIP_00161160,148
MIP_00082050,136
MIP_00200662,155
MIP_00209751,151
MIP_00098444,135
MIP_00203026,154
MIP_00223356,168
MIP_00194882,156
MIP_00210625,161
MIP_00177860,150
MIP_00182831,155
MIP_00190187,155
MIP_00167067,148
MIP_00257954,173
MIP_00190848,153
MIP_00202081,59
MIP_00202083,156
MIP_00202084,90
MIP_00202087,117
MIP_00181515,121
MIP_00202090,59
MIP_00202095,74
MIP_00202096,83
MIP_00202097,123
MIP_00200230,118
MIP_00202104,61
MIP_00198260,63
MIP_00202107,98
MIP_00202108,74
MIP_00202110,50
MIP_00202114,75
MIP_00202116,83
MIP_00202117,157
MIP_00202118,70
MIP_00228804,80
MIP_00202126,105
MIP_00202127,60
MIP_00202132,156
MIP_00202133,42
MIP_00202138,76
MIP_00090705,75
MIP_00149933,77
MIP_00202142,159
MIP_00180906,153
MIP_00206280,161
MIP_00208060,162
MIP_00216104,165
MIP_00224271,163
MIP_00226170,168
MIP_00202143,93
MIP_00202148,45
MIP_00202152,68
MIP_00202163,59
MIP_00202164,47
MIP_00202165,54
MIP_00255394,60
MIP_00203840,54
MIP_00222734,56
MIP_00202168,75
MIP_00202173,50
MIP_00202176,96
MIP_00202177,147
MIP_00202182,47
MIP_00202184,157
MIP_00203005,90
MIP_00203009,62
MIP_00203010,54
MIP_00203013,66
MIP_00203018,159
MIP_00234821,170
MIP_00244475,177
MIP_00084393,138
MIP_00194715,158
MIP_00213146,165
MIP_00198377,159
MIP_00154121,147
MIP_00197167,157
MIP_00224445,169
MIP_00232395,170
MIP_00243793,176
MIP_00162612,149
MIP_00208148,161
MIP_00244174,176
MIP_00224824,169
MIP_00226124,168
MIP_00232617,170
MIP_00249828,178
MIP_00226144,163
MIP_00252532,178
MIP_00264142,183
MIP_00264209,183
MIP_00223169,168
MIP_00203022,71
MIP_00203023,52
MIP_00203024,59
MIP_00203027,79
MIP_00086027,76
MIP_00203029,51
MIP_00203031,44
MIP_00203043,148
MIP_00203045,107
MIP_00203047,83
MIP_00092801,93
MIP_00203048,52
MIP_00203050,82
MIP_00203051,53
MIP_00203054,56
MIP_00203055,61
MIP_00205724,73
MIP_00203057,146
MIP_00203062,58
MIP_00203063,156
MIP_00255884,138
MIP_00203064,65
MIP_00203066,157
MIP_00273513,147
MIP_00180722,150
MIP_00267802,140
MIP_00203075,65
MIP_00203081,67
MIP_00203083,81
MIP_00203084,88
MIP_00203087,81
MIP_00203090,87
MIP_00203091,62
MIP_00203093,155
MIP_00203095,70
MIP_00203096,52
MIP_00203097,90
MIP_00192743,93
MIP_00203109,85
MIP_00203110,50
MIP_00203115,60
MIP_00204061,49
MIP_00204063,160
MIP_00204066,49
MIP_00204068,43
MIP_00194264,44
MIP_00233568,45
MIP_00204071,45
MIP_00204072,73
MIP_00249904,76
MIP_00204073,68
MIP_00204077,156
MIP_00204085,87
MIP_00045512,75
MIP_00189483,84
MIP_00193009,86
MIP_00253830,88
MIP_00280033,83
MIP_00031883,96
MIP_00152111,88
MIP_00207070,87
MIP_00151903,70
MIP_00046148,87
MIP_00089125,87
MIP_00178512,72
MIP_00182109,86
MIP_00197061,70
MIP_00231740,84
MIP_00202187,86
MIP_00230219,80
MIP_00235177,71
MIP_00244100,90
MIP_00258560,96
MIP_00256001,85
MIP_00185994,84
MIP_00200676,87
MIP_00279046,88
MIP_00245581,100
MIP_00269006,88
MIP_00042513,87
MIP_00058317,85
MIP_00189249,87
MIP_00194634,85
MIP_00214247,87
MIP_00214300,87
MIP_00228837,87
MIP_00249037,86
MIP_00253801,87
MIP_00264050,85
MIP_00268648,88
MIP_00305301,87
MIP_00301940,75
MIP_00197903,87
MIP_00229697,88
MIP_00305851,87
MIP_00213476,86
MIP_00258153,84
MIP_00262823,88
MIP_00303628,86
MIP_00307796,85
MIP_00204060,87
MIP_00223068,84
MIP_00294831,88
MIP_00228163,78
MIP_00207701,87
MIP_00235086,80
MIP_00242775,86
MIP_00204088,51
MIP_00227410,79
MIP_00241214,84
MIP_00227418,111
MIP_00227426,166
MIP_00227432,48
MIP_00227438,79
MIP_00228271,62
MIP_00228272,100
MIP_00080845,105
MIP_00228275,166
MIP_00228276,63
MIP_00228281,66
MIP_00228286,44
MIP_00228287,109
MIP_00228288,68
MIP_00228290,64
MIP_00054156,71
MIP_00228291,58
MIP_00228296,79
MIP_00228303,77
MIP_00228305,92
MIP_00228307,73
MIP_00228308,48
MIP_00228309,63
MIP_00058072,67
MIP_00102526,65
MIP_00221180,66
MIP_00188584,67
MIP_00228313,56
MIP_00228315,58
MIP_00228317,84
MIP_00228323,168
MIP_00228325,159
MIP_00228328,52
MIP_00228330,155
MIP_00181697,143
MIP_00178846,143
MIP_00216128,144
MIP_00192057,154
MIP_00211868,148
MIP_00221237,162
MIP_00194831,155
MIP_00194836,157
MIP_00201846,144
MIP_00191344,144
MIP_00193852,153
MIP_00203706,154
MIP_00196476,143
MIP_00199756,153
MIP_00204322,158
MIP_00204606,156
MIP_00206329,143
MIP_00196475,146
MIP_00209169,152
MIP_00221239,155
MIP_00225652,154
MIP_00199772,144
MIP_00243623,166
MIP_00228339,78
MIP_00228347,79
MIP_00228352,49
MIP_00228355,79
MIP_00228359,50
MIP_00228364,84
MIP_00228374,42
MIP_00228377,48
MIP_00228378,166
MIP_00228379,57
MIP_00228971,42
MIP_00228975,55
MIP_00228977,64
MIP_00228980,53
MIP_00228983,154
MIP_00267435,152
MIP_00233121,153
MIP_00249585,156
MIP_00255333,152
MIP_00240574,159
MIP_00257152,154
MIP_00240636,151
MIP_00246934,153
MIP_00228987,51
MIP_00228988,44
MIP_00228997,87
MIP_00229002,50
MIP_00229004,48
MIP_00229013,77
MIP_00229015,130
MIP_00229016,40
MIP_00229020,47
MIP_00229027,160
MIP_00233772,157
MIP_00225467,162
MIP_00247146,166
MIP_00272949,180
MIP_00246979,162
MIP_00270849,176
MIP_00292398,176
MIP_00297950,177
MIP_00306644,177
MIP_00325937,159
MIP_00295591,172
MIP_00209183,157
MIP_00248649,174
MIP_00221861,156
MIP_00250696,158
MIP_00232133,164
MIP_00254776,159
MIP_00263579,159
MIP_00291629,175
MIP_00217144,155
MIP_00264601,174
MIP_00226780,157
MIP_00291118,181
MIP_00295746,176
MIP_00325889,175
MIP_00326832,178
MIP_00306376,177
MIP_00305820,175
MIP_00299494,178
MIP_00229031,45
MIP_00229032,76
MIP_00229033,66
MIP_00229034,120
MIP_00229036,46
MIP_00213447,45
MIP_00254490,45
MIP_00229046,74
MIP_00229049,61
MIP_00229053,58
MIP_00216625,57
MIP_00229054,80
MIP_00229067,45
MIP_00229078,95
MIP_00235484,101
MIP_00218182,96
MIP_00229080,154
MIP_00229787,45
MIP_00229789,167
MIP_00229792,75
MIP_00220877,76
MIP_00246763,74
MIP_00229793,54
MIP_00229796,61
MIP_00229797,92
MIP_00229798,155
MIP_00229801,77
MIP_00229807,44
MIP_00229809,80
MIP_00229819,44
MIP_00229820,50
MIP_00229823,56
MIP_00178908,55
MIP_00208064,56
MIP_00202532,53
MIP_00251936,55
MIP_00229826,113
MIP_00229829,124
MIP_00229835,150
MIP_00229840,88
MIP_00229843,53
MIP_00229849,43
MIP_00229851,73
MIP_00311611,74
MIP_00229854,167
MIP_00229857,59
MIP_00229859,107
MIP_00229861,54
MIP_00256353,53
MIP_00260741,54
MIP_00326297,56
MIP_00229866,167
MIP_00229867,166
MIP_00310518,182
MIP_00229869,56
MIP_00229870,54
MIP_00229874,124
MIP_00214934,129
MIP_00293412,131
MIP_00067799,127
MIP_00225849,104
MIP_00213031,120
MIP_00252744,96
MIP_00229875,43
MIP_00229881,121
MIP_00209918,99
MIP_00099007,118
MIP_00223495,106
MIP_00232902,119
MIP_00242373,116
MIP_00256006,125
MIP_00256300,126
MIP_00262687,127
MIP_00265972,136
MIP_00270463,128
MIP_00271609,134
MIP_00309747,112
MIP_00243287,111
MIP_00227223,105
MIP_00233897,90
MIP_00204200,95
MIP_00244008,101
MIP_00247947,91
MIP_00265047,93
MIP_00247293,120
MIP_00258863,130
MIP_00260487,124
MIP_00229883,50
MIP_00187483,52
MIP_00229884,43
MIP_00229886,97
MIP_00229887,67
MIP_00074095,50
MIP_00074096,41
MIP_00074097,69
MIP_00074098,45
MIP_00075881,71
MIP_00075882,127
MIP_00075884,130
MIP_00095524,132
MIP_00147170,141
MIP_00165131,149
MIP_00088054,131
MIP_00075887,53
MIP_00075888,132
MIP_00075891,47
MIP_00075894,138
MIP_00075895,49
MIP_00075896,51
MIP_00075898,55
MIP_00075899,46
MIP_00075909,42
MIP_00075910,58
MIP_00075915,93
MIP_00075916,54
MIP_00075920,132
MIP_00089985,133
MIP_00093950,133
MIP_00075921,67
MIP_00089984,68
MIP_00075923,84
MIP_00075924,69
MIP_00075926,44
MIP_00075929,95
MIP_00095685,106
MIP_00088314,95
MIP_00090004,92
MIP_00192020,106
MIP_00199969,129
MIP_00105300,110
MIP_00096585,110
MIP_00162483,95
MIP_00077065,100
MIP_00083074,117
MIP_00084375,96
MIP_00071657,78
MIP_00085329,77
MIP_00144344,101
MIP_00146278,111
MIP_00164636,83
MIP_00074626,100
MIP_00098260,99
MIP_00208327,80
MIP_00101184,76
MIP_00153174,118
MIP_00207543,101
MIP_00075935,71
MIP_00075943,102
MIP_00075947,133
MIP_00075948,134
MIP_00075950,104
MIP_00075953,67
MIP_00075955,88
MIP_00075956,45
MIP_00075959,124
MIP_00161277,142
MIP_00075960,131
MIP_00080216,137
MIP_00070127,133
MIP_00071529,132
MIP_00095569,137
MIP_00075962,55
MIP_00075964,83
MIP_00075965,50
MIP_00075966,54
MIP_00075968,72
MIP_00047461,71
MIP_00049498,72
MIP_00056193,72
MIP_00067771,72
MIP_00073892,72
MIP_00079071,71
MIP_00091339,71
MIP_00052508,71
MIP_00100984,72
MIP_00103361,72
MIP_00053027,73
MIP_00072508,72
MIP_00145631,73
MIP_00147303,72
MIP_00075970,136
MIP_00057595,110
MIP_00075971,40
MIP_00075972,133
MIP_00075975,71
MIP_00075977,128
MIP_00075978,130
MIP_00075979,69
MIP_00075984,41
MIP_00077346,67
MIP_00077348,90
MIP_00077350,139
MIP_00077351,127
MIP_00056076,115
MIP_00077353,54
MIP_00077355,40
MIP_00077356,42
MIP_00077357,54
MIP_00077358,58
MIP_00077363,53
MIP_00077364,48
MIP_00077366,45
MIP_00077368,58
MIP_00185445,59
MIP_00077370,55
MIP_00077372,50
MIP_00077374,128
MIP_00077376,66
MIP_00077377,40
MIP_00077378,44
MIP_00077379,139
MIP_00055690,114
MIP_00073968,127
MIP_00076639,126
MIP_00083274,130
MIP_00085676,129
MIP_00077381,57
MIP_00077382,129
MIP_00077385,67
MIP_00083381,64
MIP_00084145,66
MIP_00071207,64
MIP_00076524,64
MIP_00087250,60
MIP_00089401,66
MIP_00092158,65
MIP_00095900,65
MIP_00098666,64
MIP_00157597,66
MIP_00062186,58
MIP_00060137,64
MIP_00081109,57
MIP_00074440,59
MIP_00157340,63
MIP_00092877,65
MIP_00185327,58
MIP_00261764,63
MIP_00089545,64
MIP_00094105,61
MIP_00122949,63
MIP_00138128,65
MIP_00081655,61
MIP_00159228,63
MIP_00077386,94
MIP_00077389,46
MIP_00077391,105
MIP_00104437,111
MIP_00163757,114
MIP_00077394,40
MIP_00077397,55
MIP_00055051,56
MIP_00055138,55
MIP_00157142,56
MIP_00077401,130
MIP_00077402,78
MIP_00077405,78
MIP_00077406,82
MIP_00077408,43
MIP_00077410,82
MIP_00183565,81
MIP_00159487,80
MIP_00163768,76
MIP_00242016,81
MIP_00223264,99
MIP_00077414,70
MIP_00077415,75
MIP_00054718,61
MIP_00062649,78
MIP_00063074,76
MIP_00074888,60
MIP_00083669,74
MIP_00084462,80
MIP_00085906,84
MIP_00089202,76
MIP_00097072,61
MIP_00098413,78
MIP_00127311,60
MIP_00077417,52
MIP_00077418,40
MIP_00077420,128
MIP_00077426,133
MIP_00077428,62
MIP_00077429,76
MIP_00077430,43
MIP_00077431,69
MIP_00077435,78
MIP_00077437,113
MIP_00054184,103
MIP_00069622,110
MIP_00076633,114
MIP_00053667,99
MIP_00068195,112
MIP_00165194,111
MIP_00177966,117
MIP_00179020,112
MIP_00194891,110
MIP_00151450,113
MIP_00262858,114
MIP_00077279,113
MIP_00083415,113
MIP_00087463,113
MIP_00093050,108
MIP_00106565,101
MIP_00144155,113
MIP_00155366,113
MIP_00183704,114
MIP_00161911,112
MIP_00155131,114
MIP_00162723,113
MIP_00183532,116
MIP_00070000,114
MIP_00230365,113
MIP_00071088,97
MIP_00269740,114
MIP_00226649,117
MIP_00205082,115
MIP_00208584,116
MIP_00247650,116
MIP_00183697,116
MIP_00190796,99
MIP_00212265,112
MIP_00213028,118
MIP_00229511,108
MIP_00192617,108
MIP_00230306,116
MIP_00077440,50
MIP_00077442,59
MIP_00077443,131
MIP_00077444,129
MIP_00077451,60
MIP_00078956,67
