Cluster,nMem
MIP_00061837.pdb,1
MIP_00061839.pdb,1
MIP_00061841.pdb,1
MIP_00061845.pdb,1
MIP_00061846.pdb,1
MIP_00061849.pdb,1
MIP_00061850.pdb,1
MIP_00061851.pdb,3
MIP_00061852.pdb,1
MIP_00061853.pdb,1
MIP_00061856.pdb,1
MIP_00061858.pdb,1
MIP_00061859.pdb,1
MIP_00061860.pdb,1
MIP_00061867.pdb,1
MIP_00061869.pdb,1
MIP_00061870.pdb,1
MIP_00061871.pdb,1
MIP_00061875.pdb,1
MIP_00061876.pdb,1
MIP_00061878.pdb,3
MIP_00061881.pdb,1
MIP_00061884.pdb,1
MIP_00061886.pdb,1
MIP_00061888.pdb,1
MIP_00061891.pdb,1
MIP_00061892.pdb,4
MIP_00061896.pdb,1
MIP_00061898.pdb,1
MIP_00061901.pdb,1
MIP_00061906.pdb,1
MIP_00061917.pdb,8
MIP_00061918.pdb,1
MIP_00061920.pdb,1
MIP_00061929.pdb,1
MIP_00061930.pdb,1
MIP_00061932.pdb,1
MIP_00061935.pdb,2
MIP_00061938.pdb,1
MIP_00061941.pdb,8
MIP_00061943.pdb,1
MIP_00061944.pdb,2
MIP_00061946.pdb,1
MIP_00061948.pdb,1
MIP_00061953.pdb,1
MIP_00061955.pdb,2
MIP_00061958.pdb,1
MIP_00061959.pdb,1
MIP_00061962.pdb,2
MIP_00061963.pdb,1
MIP_00061964.pdb,1
MIP_00061965.pdb,1
MIP_00061967.pdb,1
MIP_00061968.pdb,1
MIP_00061970.pdb,1
MIP_00061975.pdb,1
MIP_00061979.pdb,1
MIP_00061981.pdb,2
MIP_00061982.pdb,1
MIP_00061983.pdb,1
MIP_00061984.pdb,1
MIP_00061986.pdb,1
MIP_00061987.pdb,1
MIP_00061988.pdb,1
MIP_00061990.pdb,1
MIP_00061993.pdb,1
MIP_00061994.pdb,1
MIP_00061996.pdb,1
MIP_00061997.pdb,1
MIP_00062002.pdb,10
MIP_00062003.pdb,1
MIP_00062008.pdb,8
MIP_00062010.pdb,1
MIP_00062011.pdb,1
MIP_00062017.pdb,1
MIP_00062019.pdb,1
MIP_00062020.pdb,1
MIP_00062021.pdb,1
MIP_00062022.pdb,1
MIP_00062025.pdb,1
MIP_00062026.pdb,1
MIP_00062031.pdb,1
MIP_00062033.pdb,1
MIP_00062036.pdb,1
MIP_00062038.pdb,3
MIP_00062046.pdb,1
MIP_00062049.pdb,1
MIP_00062050.pdb,1
MIP_00062053.pdb,1
MIP_00062054.pdb,2
MIP_00062055.pdb,1
MIP_00062060.pdb,1
MIP_00062062.pdb,1
MIP_00062064.pdb,1
MIP_00062065.pdb,1
MIP_00062070.pdb,1
MIP_00062071.pdb,1
MIP_00062072.pdb,1
MIP_00062073.pdb,2
MIP_00062074.pdb,1
MIP_00062078.pdb,1
MIP_00062080.pdb,1
MIP_00062081.pdb,1
MIP_00062082.pdb,1
MIP_00062083.pdb,1
MIP_00062084.pdb,1
MIP_00062086.pdb,1
MIP_00062093.pdb,1
MIP_00062094.pdb,1
MIP_00062097.pdb,1
MIP_00062098.pdb,1
MIP_00062100.pdb,1
MIP_00062108.pdb,1
MIP_00062109.pdb,1
MIP_00062111.pdb,1
MIP_00062112.pdb,1
MIP_00062113.pdb,1
MIP_00062114.pdb,1
MIP_00062116.pdb,2
MIP_00062122.pdb,1
MIP_00062123.pdb,1
MIP_00062131.pdb,1
MIP_00062132.pdb,1
MIP_00062135.pdb,1
MIP_00062143.pdb,1
MIP_00062147.pdb,1
MIP_00062148.pdb,1
MIP_00062153.pdb,1
MIP_00062154.pdb,1
MIP_00062155.pdb,1
MIP_00062159.pdb,1
MIP_00062164.pdb,2
MIP_00062166.pdb,1
MIP_00062168.pdb,1
MIP_00062169.pdb,1
MIP_00062173.pdb,13
MIP_00062174.pdb,1
MIP_00062181.pdb,1
MIP_00062182.pdb,31
MIP_00062185.pdb,3
MIP_00062187.pdb,5
MIP_00062190.pdb,1
MIP_00062191.pdb,1
MIP_00062196.pdb,1
MIP_00062197.pdb,1
MIP_00062199.pdb,1
MIP_00062201.pdb,1
MIP_00062202.pdb,1
MIP_00062203.pdb,1
MIP_00062204.pdb,1
MIP_00062206.pdb,2
MIP_00062207.pdb,2
MIP_00062208.pdb,1
MIP_00062212.pdb,1
MIP_00062213.pdb,1
MIP_00062215.pdb,1
MIP_00062217.pdb,1
MIP_00062218.pdb,1
MIP_00062219.pdb,4
MIP_00062221.pdb,1
MIP_00062231.pdb,1
MIP_00062238.pdb,1
MIP_00062240.pdb,1
MIP_00062241.pdb,1
MIP_00062243.pdb,1
MIP_00062245.pdb,1
MIP_00062246.pdb,1
MIP_00062249.pdb,1
MIP_00062250.pdb,2
MIP_00062252.pdb,1
MIP_00062255.pdb,7
MIP_00062256.pdb,1
MIP_00062257.pdb,1
MIP_00062263.pdb,1
MIP_00062264.pdb,1
MIP_00062266.pdb,1
MIP_00062267.pdb,2
MIP_00062271.pdb,1
MIP_00062274.pdb,1
MIP_00062280.pdb,1
MIP_00062283.pdb,3
MIP_00062287.pdb,1
MIP_00062289.pdb,1
MIP_00062292.pdb,1
MIP_00062293.pdb,13
MIP_00062295.pdb,1
MIP_00062296.pdb,1
MIP_00062297.pdb,1
MIP_00062302.pdb,1
MIP_00062303.pdb,1
MIP_00062306.pdb,1
MIP_00062308.pdb,1
MIP_00062310.pdb,1
MIP_00062311.pdb,1
MIP_00062313.pdb,1
MIP_00062314.pdb,1
MIP_00062320.pdb,1
MIP_00062322.pdb,1
MIP_00062325.pdb,1
MIP_00062326.pdb,1
MIP_00062336.pdb,1
MIP_00062338.pdb,1
MIP_00062339.pdb,1
MIP_00062342.pdb,1
MIP_00062345.pdb,1
MIP_00062346.pdb,1
MIP_00062348.pdb,1
MIP_00062349.pdb,3
MIP_00062353.pdb,1
MIP_00062355.pdb,1
MIP_00062356.pdb,2
MIP_00062357.pdb,1
MIP_00062358.pdb,1
MIP_00062359.pdb,2
MIP_00062360.pdb,1
MIP_00062362.pdb,1
MIP_00062363.pdb,1
MIP_00062366.pdb,1
MIP_00062369.pdb,1
MIP_00062380.pdb,2
MIP_00062381.pdb,1
MIP_00062388.pdb,1
MIP_00062394.pdb,1
MIP_00062395.pdb,7
MIP_00062396.pdb,1
MIP_00062397.pdb,1
MIP_00062398.pdb,1
MIP_00062402.pdb,2
MIP_00062403.pdb,1
MIP_00062404.pdb,1
MIP_00062405.pdb,1
MIP_00062407.pdb,1
MIP_00062409.pdb,1
MIP_00062410.pdb,1
MIP_00062411.pdb,1
MIP_00062412.pdb,1
MIP_00062415.pdb,1
MIP_00062417.pdb,1
MIP_00062418.pdb,1
MIP_00062420.pdb,1
MIP_00062424.pdb,1
MIP_00062425.pdb,2
MIP_00062429.pdb,1
MIP_00062431.pdb,1
MIP_00062435.pdb,1
MIP_00062436.pdb,1
MIP_00062437.pdb,1
MIP_00062439.pdb,1
MIP_00062442.pdb,1
MIP_00062446.pdb,2
MIP_00062448.pdb,1
MIP_00062450.pdb,1
MIP_00062453.pdb,1
MIP_00062455.pdb,1
MIP_00062456.pdb,1
MIP_00062457.pdb,1
MIP_00062458.pdb,9
MIP_00062459.pdb,1
MIP_00062460.pdb,1
MIP_00062461.pdb,1
MIP_00062466.pdb,1
MIP_00062467.pdb,12
MIP_00062469.pdb,1
MIP_00062471.pdb,2
MIP_00062473.pdb,1
MIP_00062475.pdb,1
MIP_00062476.pdb,1
MIP_00062477.pdb,1
MIP_00062478.pdb,8
MIP_00062479.pdb,1
MIP_00062483.pdb,1
MIP_00062484.pdb,1
MIP_00062491.pdb,1
MIP_00062492.pdb,1
MIP_00062493.pdb,1
MIP_00062494.pdb,1
MIP_00062495.pdb,1
MIP_00062496.pdb,3
MIP_00062501.pdb,1
MIP_00062503.pdb,1
MIP_00062504.pdb,4
MIP_00062505.pdb,1
MIP_00062507.pdb,1
MIP_00062511.pdb,1
MIP_00062513.pdb,1
MIP_00062515.pdb,2
MIP_00062516.pdb,1
MIP_00062521.pdb,1
MIP_00062526.pdb,1
MIP_00062527.pdb,1
MIP_00062528.pdb,17
MIP_00062534.pdb,1
MIP_00062536.pdb,1
MIP_00062537.pdb,1
MIP_00062538.pdb,1
MIP_00062540.pdb,1
MIP_00062542.pdb,3
MIP_00062543.pdb,1
MIP_00062544.pdb,4
MIP_00062552.pdb,3
MIP_00062553.pdb,1
MIP_00062557.pdb,1
MIP_00062558.pdb,35
MIP_00062562.pdb,1
MIP_00062563.pdb,1
MIP_00062565.pdb,1
MIP_00062567.pdb,1
MIP_00062568.pdb,1
MIP_00062570.pdb,1
MIP_00062572.pdb,1
MIP_00062575.pdb,1
MIP_00062581.pdb,1
MIP_00062584.pdb,1
MIP_00062586.pdb,1
MIP_00062588.pdb,1
MIP_00062591.pdb,1
MIP_00062595.pdb,29
MIP_00062596.pdb,1
MIP_00062597.pdb,1
MIP_00062603.pdb,1
MIP_00062605.pdb,1
MIP_00062606.pdb,1
MIP_00062607.pdb,1
MIP_00062608.pdb,1
MIP_00062610.pdb,1
MIP_00062614.pdb,1
MIP_00062618.pdb,1
MIP_00062619.pdb,1
MIP_00062621.pdb,1
MIP_00062622.pdb,1
MIP_00062624.pdb,1
MIP_00062625.pdb,1
MIP_00062626.pdb,2
MIP_00062630.pdb,3
MIP_00062631.pdb,1
MIP_00062632.pdb,1
MIP_00062635.pdb,1
MIP_00062638.pdb,1
MIP_00062640.pdb,1
MIP_00062641.pdb,5
MIP_00062643.pdb,1
MIP_00062645.pdb,1
MIP_00062650.pdb,1
MIP_00062652.pdb,2
MIP_00062655.pdb,1
MIP_00062657.pdb,1
MIP_00062658.pdb,1
MIP_00062660.pdb,3
MIP_00062661.pdb,1
MIP_00062664.pdb,1
MIP_00062666.pdb,1
MIP_00062667.pdb,1
MIP_00062668.pdb,1
MIP_00062673.pdb,1
MIP_00062676.pdb,1
MIP_00062677.pdb,1
MIP_00062678.pdb,1
MIP_00062679.pdb,1
MIP_00062681.pdb,1
MIP_00062682.pdb,1
MIP_00062683.pdb,1
MIP_00062684.pdb,16
MIP_00062687.pdb,1
MIP_00062689.pdb,5
MIP_00062692.pdb,1
MIP_00062699.pdb,1
MIP_00062703.pdb,1
MIP_00062704.pdb,2
MIP_00062709.pdb,1
MIP_00062711.pdb,1
MIP_00062712.pdb,1
MIP_00062715.pdb,1
MIP_00062716.pdb,1
MIP_00062717.pdb,1
MIP_00062719.pdb,1
MIP_00062722.pdb,1
MIP_00062724.pdb,2
MIP_00062725.pdb,1
MIP_00062726.pdb,1
MIP_00062728.pdb,4
MIP_00062730.pdb,1
MIP_00062732.pdb,1
MIP_00062733.pdb,1
MIP_00062734.pdb,1
MIP_00062735.pdb,1
MIP_00062736.pdb,1
MIP_00062740.pdb,1
MIP_00062744.pdb,1
MIP_00062747.pdb,1
MIP_00062749.pdb,1
MIP_00062750.pdb,1
MIP_00062751.pdb,1
MIP_00062754.pdb,1
MIP_00062758.pdb,1
MIP_00062760.pdb,1
MIP_00062761.pdb,1
MIP_00062764.pdb,1
MIP_00062765.pdb,1
MIP_00062766.pdb,1
MIP_00062767.pdb,1
MIP_00062768.pdb,1
MIP_00062769.pdb,1
MIP_00062771.pdb,1
MIP_00062775.pdb,1
MIP_00062778.pdb,1
MIP_00062780.pdb,1
MIP_00062782.pdb,1
MIP_00062784.pdb,1
MIP_00062785.pdb,1
MIP_00062786.pdb,1
MIP_00062788.pdb,1
MIP_00062789.pdb,1
MIP_00062790.pdb,2
MIP_00062792.pdb,1
MIP_00062794.pdb,1
MIP_00062796.pdb,1
MIP_00062798.pdb,1
MIP_00062800.pdb,1
MIP_00062802.pdb,1
MIP_00062805.pdb,1
MIP_00062807.pdb,1
MIP_00062808.pdb,5
MIP_00062810.pdb,8
MIP_00062814.pdb,1
MIP_00062817.pdb,1
MIP_00062819.pdb,1
MIP_00062822.pdb,5
MIP_00062823.pdb,1
MIP_00062825.pdb,3
MIP_00062829.pdb,1
MIP_00062831.pdb,1
MIP_00062832.pdb,1
MIP_00062834.pdb,1
MIP_00062838.pdb,1
MIP_00062841.pdb,1
MIP_00062843.pdb,1
MIP_00062844.pdb,2
MIP_00062851.pdb,9
MIP_00062853.pdb,1
MIP_00062855.pdb,1
MIP_00062857.pdb,1
MIP_00062860.pdb,1
MIP_00062861.pdb,1
MIP_00062863.pdb,1
MIP_00062864.pdb,1
MIP_00062865.pdb,2
MIP_00062868.pdb,5
MIP_00062871.pdb,1
MIP_00062875.pdb,1
MIP_00062876.pdb,1
MIP_00062880.pdb,1
MIP_00062882.pdb,1
MIP_00062887.pdb,1
MIP_00062888.pdb,1
MIP_00062889.pdb,1
MIP_00062893.pdb,3
MIP_00062904.pdb,1
MIP_00062906.pdb,1
MIP_00062907.pdb,1
MIP_00062908.pdb,1
MIP_00062910.pdb,81
MIP_00062912.pdb,2
MIP_00062914.pdb,1
MIP_00062916.pdb,1
MIP_00062920.pdb,1
MIP_00062922.pdb,1
MIP_00062929.pdb,1
MIP_00062930.pdb,1
MIP_00062934.pdb,3
MIP_00062936.pdb,1
MIP_00062941.pdb,3
MIP_00062945.pdb,1
MIP_00062946.pdb,1
MIP_00062947.pdb,1
MIP_00062949.pdb,1
MIP_00062950.pdb,1
MIP_00062952.pdb,1
MIP_00062956.pdb,1
MIP_00062957.pdb,1
MIP_00062959.pdb,1
MIP_00062961.pdb,18
MIP_00062963.pdb,2
MIP_00062968.pdb,2
MIP_00062972.pdb,1
MIP_00062974.pdb,7
MIP_00062978.pdb,1
MIP_00062980.pdb,1
MIP_00062982.pdb,1
MIP_00062984.pdb,1
MIP_00062987.pdb,1
MIP_00062988.pdb,1
MIP_00062990.pdb,2
MIP_00062991.pdb,1
MIP_00062992.pdb,1
MIP_00062996.pdb,1
MIP_00062997.pdb,1
MIP_00062998.pdb,1
MIP_00063000.pdb,1
MIP_00063002.pdb,1
MIP_00063005.pdb,1
MIP_00063007.pdb,1
MIP_00063008.pdb,1
MIP_00063010.pdb,1
MIP_00063012.pdb,1
MIP_00063013.pdb,2
MIP_00063015.pdb,1
MIP_00063016.pdb,4
MIP_00063020.pdb,1
MIP_00063021.pdb,1
MIP_00063022.pdb,1
MIP_00063023.pdb,1
MIP_00063025.pdb,1
MIP_00063026.pdb,1
MIP_00063029.pdb,1
MIP_00063030.pdb,1
MIP_00063035.pdb,1
MIP_00063036.pdb,1
MIP_00063037.pdb,1
MIP_00063038.pdb,1
MIP_00063040.pdb,1
MIP_00063043.pdb,1
MIP_00063044.pdb,1
MIP_00063046.pdb,1
MIP_00063049.pdb,4
MIP_00063051.pdb,1
MIP_00063053.pdb,1
MIP_00063054.pdb,1
MIP_00063055.pdb,1
MIP_00063057.pdb,1
MIP_00063059.pdb,2
MIP_00063060.pdb,1
MIP_00063061.pdb,25
MIP_00063062.pdb,2
MIP_00063064.pdb,1
MIP_00063065.pdb,1
MIP_00063067.pdb,1
MIP_00063068.pdb,1
MIP_00063069.pdb,1
MIP_00063073.pdb,1
MIP_00063075.pdb,1
MIP_00063076.pdb,12
MIP_00063081.pdb,28
MIP_00063084.pdb,1
MIP_00063085.pdb,1
MIP_00063086.pdb,1
MIP_00063089.pdb,1
MIP_00063090.pdb,1
MIP_00063092.pdb,1
MIP_00063094.pdb,1
MIP_00063095.pdb,1
MIP_00063096.pdb,1
MIP_00063097.pdb,9
MIP_00063098.pdb,1
MIP_00063099.pdb,4
MIP_00063105.pdb,1
MIP_00063108.pdb,1
MIP_00063109.pdb,2
MIP_00063112.pdb,2
MIP_00063113.pdb,1
MIP_00063118.pdb,1
MIP_00063120.pdb,1
MIP_00063121.pdb,1
MIP_00063125.pdb,1
MIP_00063128.pdb,1
MIP_00063129.pdb,2
MIP_00063131.pdb,1
MIP_00063132.pdb,1
MIP_00063136.pdb,1
MIP_00063141.pdb,3
MIP_00063142.pdb,1
MIP_00063146.pdb,1
MIP_00063147.pdb,1
MIP_00063155.pdb,1
MIP_00063156.pdb,1
MIP_00063160.pdb,1
MIP_00063162.pdb,1
MIP_00063163.pdb,1
MIP_00063164.pdb,1
MIP_00063168.pdb,2
MIP_00063169.pdb,2
MIP_00063170.pdb,1
MIP_00063175.pdb,1
MIP_00063176.pdb,1
MIP_00063180.pdb,1
MIP_00063181.pdb,1
MIP_00063182.pdb,1
MIP_00063184.pdb,1
MIP_00063185.pdb,1
MIP_00063187.pdb,44
MIP_00063188.pdb,1
MIP_00063190.pdb,1
MIP_00063192.pdb,343
MIP_00063196.pdb,1
MIP_00063197.pdb,1
MIP_00063198.pdb,1
MIP_00063199.pdb,14
MIP_00063201.pdb,1
MIP_00063203.pdb,1
MIP_00063205.pdb,1
MIP_00063210.pdb,2
MIP_00063211.pdb,3
MIP_00063212.pdb,1
MIP_00063213.pdb,1
MIP_00063215.pdb,1
MIP_00063216.pdb,1
MIP_00063218.pdb,5
MIP_00063220.pdb,2
MIP_00063222.pdb,1
MIP_00063223.pdb,1
MIP_00063224.pdb,1
MIP_00063228.pdb,1
MIP_00063231.pdb,1
MIP_00063232.pdb,2
MIP_00066885.pdb,1
MIP_00066888.pdb,1
MIP_00066889.pdb,9
MIP_00066890.pdb,1
MIP_00066891.pdb,1
MIP_00066892.pdb,1
MIP_00066895.pdb,9
MIP_00066896.pdb,1
MIP_00066898.pdb,1
MIP_00066899.pdb,1
MIP_00066902.pdb,1
MIP_00066908.pdb,1
MIP_00066910.pdb,1
MIP_00066911.pdb,1
MIP_00066912.pdb,1
MIP_00066917.pdb,3
MIP_00066918.pdb,1
MIP_00066919.pdb,2
MIP_00066920.pdb,1
MIP_00066921.pdb,1
MIP_00066925.pdb,1
MIP_00066931.pdb,1
MIP_00066937.pdb,1
MIP_00066941.pdb,1
MIP_00066944.pdb,9
MIP_00066947.pdb,5
MIP_00066952.pdb,1
MIP_00066954.pdb,1
MIP_00066957.pdb,1
MIP_00066959.pdb,1
MIP_00066962.pdb,1
MIP_00066965.pdb,1
MIP_00066973.pdb,1
MIP_00066975.pdb,1
MIP_00066976.pdb,1
MIP_00066980.pdb,1
MIP_00066982.pdb,1
MIP_00066986.pdb,1
MIP_00066988.pdb,1
MIP_00066997.pdb,2
MIP_00066999.pdb,1
MIP_00067003.pdb,2
MIP_00067013.pdb,1
MIP_00067014.pdb,1
MIP_00067019.pdb,1
MIP_00067024.pdb,1
MIP_00067028.pdb,1
MIP_00067029.pdb,1
MIP_00067030.pdb,1
MIP_00067031.pdb,1
MIP_00067032.pdb,1
MIP_00067038.pdb,1
MIP_00067039.pdb,2
MIP_00067040.pdb,1
MIP_00067041.pdb,1
MIP_00067051.pdb,1
MIP_00067053.pdb,1
MIP_00067054.pdb,1
MIP_00067056.pdb,1
MIP_00067064.pdb,1
MIP_00067067.pdb,7
MIP_00067068.pdb,1
MIP_00067072.pdb,1
MIP_00067073.pdb,1
MIP_00067074.pdb,1
MIP_00067075.pdb,2
MIP_00067077.pdb,1
MIP_00067080.pdb,1
MIP_00067081.pdb,1
MIP_00067082.pdb,1
MIP_00067089.pdb,1
MIP_00067090.pdb,1
MIP_00067092.pdb,1
MIP_00067094.pdb,1
MIP_00067095.pdb,1
MIP_00067109.pdb,1
MIP_00067113.pdb,1
MIP_00067114.pdb,1
MIP_00067120.pdb,19
MIP_00067121.pdb,3
MIP_00067122.pdb,1
MIP_00067123.pdb,4
MIP_00067128.pdb,1
MIP_00067129.pdb,1
MIP_00067130.pdb,2
MIP_00067132.pdb,1
MIP_00067135.pdb,14
MIP_00067141.pdb,1
MIP_00067142.pdb,1
MIP_00067145.pdb,1
MIP_00067151.pdb,1
MIP_00067156.pdb,1
MIP_00067159.pdb,1
MIP_00067160.pdb,1
MIP_00067161.pdb,2
MIP_00067162.pdb,1
MIP_00067165.pdb,3
MIP_00067167.pdb,4
MIP_00067169.pdb,1
MIP_00067170.pdb,4
MIP_00067171.pdb,1
MIP_00067174.pdb,1
MIP_00067182.pdb,2
MIP_00067183.pdb,3
MIP_00067186.pdb,1
MIP_00067187.pdb,1
MIP_00067192.pdb,2
MIP_00067193.pdb,1
MIP_00067198.pdb,1
MIP_00067199.pdb,2
MIP_00067200.pdb,1
MIP_00067204.pdb,1
MIP_00067206.pdb,2
MIP_00067211.pdb,4
MIP_00067212.pdb,2
MIP_00067213.pdb,1
MIP_00067214.pdb,2
MIP_00067219.pdb,1
MIP_00067223.pdb,2
MIP_00067225.pdb,1
MIP_00067229.pdb,1
MIP_00067231.pdb,1
MIP_00067233.pdb,2
MIP_00067242.pdb,1
MIP_00067246.pdb,1
MIP_00067248.pdb,1
MIP_00067253.pdb,1
MIP_00067259.pdb,1
MIP_00067260.pdb,1
MIP_00067261.pdb,1
MIP_00067262.pdb,1
MIP_00067266.pdb,1
MIP_00067271.pdb,1
MIP_00067276.pdb,1
MIP_00067280.pdb,4
MIP_00067284.pdb,1
MIP_00067286.pdb,1
MIP_00067288.pdb,1
MIP_00067291.pdb,1
MIP_00067292.pdb,1
MIP_00067293.pdb,1
MIP_00067294.pdb,3
MIP_00067297.pdb,2
MIP_00067299.pdb,1
MIP_00067300.pdb,1
MIP_00067301.pdb,1
MIP_00067302.pdb,1
MIP_00067303.pdb,1
MIP_00067304.pdb,1
MIP_00067309.pdb,1
MIP_00067310.pdb,1
MIP_00067311.pdb,1
MIP_00067313.pdb,1
MIP_00067314.pdb,1
MIP_00067316.pdb,1
MIP_00067319.pdb,1
MIP_00067321.pdb,1
MIP_00067323.pdb,4
MIP_00067324.pdb,1
MIP_00067326.pdb,1
MIP_00067335.pdb,1
MIP_00067338.pdb,1
MIP_00067339.pdb,1
MIP_00067340.pdb,2
MIP_00067343.pdb,8
MIP_00067344.pdb,1
MIP_00067345.pdb,1
MIP_00067348.pdb,1
MIP_00067350.pdb,1
MIP_00067351.pdb,1
MIP_00067352.pdb,1
MIP_00067353.pdb,1
MIP_00067358.pdb,1
MIP_00067361.pdb,21
MIP_00067362.pdb,5
MIP_00067365.pdb,2
MIP_00067366.pdb,1
MIP_00067367.pdb,1
MIP_00067370.pdb,1
MIP_00067372.pdb,1
MIP_00067373.pdb,1
MIP_00067375.pdb,1
MIP_00067381.pdb,1
MIP_00067386.pdb,2
MIP_00067388.pdb,1
MIP_00067392.pdb,1
MIP_00067393.pdb,1
MIP_00067396.pdb,1
MIP_00067397.pdb,1
MIP_00067401.pdb,1
MIP_00067402.pdb,1
MIP_00067404.pdb,1
MIP_00067407.pdb,1
MIP_00067413.pdb,1
MIP_00067416.pdb,1
MIP_00067419.pdb,1
MIP_00067421.pdb,1
MIP_00067424.pdb,1
MIP_00067425.pdb,1
MIP_00067427.pdb,1
MIP_00067428.pdb,1
MIP_00067429.pdb,4
MIP_00067431.pdb,1
MIP_00067433.pdb,5
MIP_00067434.pdb,2
MIP_00067436.pdb,2
MIP_00067437.pdb,1
MIP_00067438.pdb,1
MIP_00067445.pdb,11
MIP_00067448.pdb,26
MIP_00067449.pdb,1
MIP_00067453.pdb,1
MIP_00067454.pdb,1
MIP_00067461.pdb,1
MIP_00067463.pdb,2
MIP_00067466.pdb,1
MIP_00067467.pdb,1
MIP_00067472.pdb,1
MIP_00067474.pdb,1
MIP_00067483.pdb,1
MIP_00067485.pdb,1
MIP_00067488.pdb,1
MIP_00067491.pdb,3
MIP_00067493.pdb,1
MIP_00067494.pdb,50
MIP_00067495.pdb,1
MIP_00067498.pdb,1
MIP_00067500.pdb,1
MIP_00067504.pdb,1
MIP_00067507.pdb,1
MIP_00067508.pdb,1
MIP_00067510.pdb,1
MIP_00067511.pdb,1
MIP_00067512.pdb,1
MIP_00067513.pdb,1
MIP_00067514.pdb,1
MIP_00067516.pdb,1
MIP_00067517.pdb,1
MIP_00067518.pdb,1
MIP_00067519.pdb,1
MIP_00067520.pdb,1
MIP_00067521.pdb,1
MIP_00067523.pdb,2
MIP_00067529.pdb,1
MIP_00067530.pdb,1
MIP_00067534.pdb,1
MIP_00067535.pdb,8
MIP_00067536.pdb,1
MIP_00067539.pdb,2
MIP_00067541.pdb,1
MIP_00067542.pdb,1
MIP_00067545.pdb,1
MIP_00067547.pdb,1
MIP_00067548.pdb,1
MIP_00067557.pdb,1
MIP_00067558.pdb,1
MIP_00067559.pdb,1
MIP_00067561.pdb,1
MIP_00067565.pdb,1
MIP_00067579.pdb,1
MIP_00067581.pdb,1
MIP_00067586.pdb,1
MIP_00067588.pdb,3
MIP_00067589.pdb,2
MIP_00067591.pdb,4
MIP_00067592.pdb,3
MIP_00067593.pdb,1
MIP_00067597.pdb,1
MIP_00067598.pdb,1
MIP_00067599.pdb,1
MIP_00067600.pdb,1
MIP_00067603.pdb,1
MIP_00067605.pdb,1
MIP_00067608.pdb,13
MIP_00067610.pdb,1
MIP_00067613.pdb,1
MIP_00067615.pdb,2
MIP_00067619.pdb,1
MIP_00067623.pdb,7
MIP_00067627.pdb,3
MIP_00067628.pdb,1
MIP_00067632.pdb,1
MIP_00067633.pdb,1
MIP_00067634.pdb,1
MIP_00067636.pdb,1
MIP_00067639.pdb,1
MIP_00067642.pdb,1
MIP_00067643.pdb,1
MIP_00067645.pdb,5
MIP_00067649.pdb,1
MIP_00067650.pdb,1
MIP_00067655.pdb,1
MIP_00067656.pdb,1
MIP_00067658.pdb,1
MIP_00067662.pdb,1
MIP_00067664.pdb,1
MIP_00067668.pdb,1
MIP_00067669.pdb,1
MIP_00067674.pdb,1
MIP_00067680.pdb,1
MIP_00067681.pdb,9
MIP_00067683.pdb,1
MIP_00067688.pdb,1
MIP_00067689.pdb,1
MIP_00067690.pdb,1
MIP_00067691.pdb,4
MIP_00067692.pdb,1
MIP_00067694.pdb,1
MIP_00067697.pdb,1
MIP_00067700.pdb,1
MIP_00067703.pdb,3
MIP_00067705.pdb,1
MIP_00067707.pdb,1
MIP_00067714.pdb,1
MIP_00067715.pdb,3
MIP_00067718.pdb,1
MIP_00067723.pdb,1
MIP_00067724.pdb,1
MIP_00067725.pdb,1
MIP_00067727.pdb,1
MIP_00067731.pdb,1
MIP_00067734.pdb,1
MIP_00067745.pdb,1
MIP_00067746.pdb,1
MIP_00067749.pdb,1
MIP_00067751.pdb,1
MIP_00067752.pdb,1
MIP_00067756.pdb,2
MIP_00067758.pdb,1
MIP_00067759.pdb,1
MIP_00067760.pdb,1
MIP_00067762.pdb,1
MIP_00067766.pdb,1
MIP_00067769.pdb,1
MIP_00067772.pdb,1
MIP_00067774.pdb,1
MIP_00067775.pdb,1
MIP_00067776.pdb,1
MIP_00067781.pdb,1
MIP_00067783.pdb,1
MIP_00067784.pdb,2
MIP_00067786.pdb,2
MIP_00067787.pdb,1
MIP_00067791.pdb,1
MIP_00067793.pdb,1
MIP_00067794.pdb,1
MIP_00067795.pdb,1
MIP_00067796.pdb,1
MIP_00067800.pdb,1
MIP_00067803.pdb,1
MIP_00067807.pdb,1
MIP_00067808.pdb,1
MIP_00067811.pdb,15
MIP_00067812.pdb,1
MIP_00067814.pdb,1
MIP_00067816.pdb,1
MIP_00067819.pdb,3
MIP_00067825.pdb,1
MIP_00067826.pdb,1
MIP_00067827.pdb,2
MIP_00067828.pdb,1
MIP_00067830.pdb,1
MIP_00067835.pdb,1
MIP_00067836.pdb,1
MIP_00067837.pdb,1
MIP_00067838.pdb,1
MIP_00067839.pdb,1
MIP_00067840.pdb,1
MIP_00067841.pdb,1
MIP_00067843.pdb,1
MIP_00067846.pdb,5
MIP_00067847.pdb,8
MIP_00067848.pdb,1
MIP_00067849.pdb,1
MIP_00067850.pdb,1
MIP_00067851.pdb,1
MIP_00067853.pdb,1
MIP_00067859.pdb,1
MIP_00067860.pdb,1
MIP_00067861.pdb,3
MIP_00067862.pdb,1
MIP_00067863.pdb,1
MIP_00067865.pdb,1
MIP_00067866.pdb,7
MIP_00067867.pdb,1
MIP_00067871.pdb,1
